epoch,step,valid_accuracy_all,valid_accuracy_avg,valid_accuracy_genus,valid_accuracy_species,valid_recall_genus_macro_recall_10,valid_recall_genus_macro_recall_100,valid_recall_genus_macro_recall_5,valid_recall_genus_macro_recall_50,valid_recall_genus_macro_recall_all,valid_recall_genus_micro_recall_10,valid_recall_genus_micro_recall_100,valid_recall_genus_micro_recall_5,valid_recall_genus_micro_recall_50,valid_recall_genus_micro_recall_all,valid_recall_genus_support_weighted_recall_10,valid_recall_genus_support_weighted_recall_100,valid_recall_genus_support_weighted_recall_5,valid_recall_genus_support_weighted_recall_50,valid_recall_genus_support_weighted_recall_all,valid_recall_species_macro_recall_10,valid_recall_species_macro_recall_100,valid_recall_species_macro_recall_5,valid_recall_species_macro_recall_50,valid_recall_species_macro_recall_all,valid_recall_species_micro_recall_10,valid_recall_species_micro_recall_100,valid_recall_species_micro_recall_5,valid_recall_species_micro_recall_50,valid_recall_species_micro_recall_all,valid_recall_species_support_weighted_recall_10,valid_recall_species_support_weighted_recall_100,valid_recall_species_support_weighted_recall_5,valid_recall_species_support_weighted_recall_50,valid_recall_species_support_weighted_recall_all,valid_top5_accuracy
0,0,0.0,6.368164758896455e-05,7.78331232140772e-05,4.95301719638519e-05,0.0,0.00039427736192010343,0.0,0.00036751196603290737,0.0002503825235180557,0.0,0.00037188545684330165,0.0,0.0003050640516448766,7.78331232140772e-05,0.0,0.00037188545684330165,0.0,0.00030506408074870706,7.78331232140772e-05,0.0,8.182827878044918e-05,0.0,5.8892819652101025e-05,6.15367607679218e-05,0.0,0.00014119308616500348,0.0,0.00010331645898986608,4.95301719638519e-05,0.0,0.00014119308616500348,0.0,0.00010331645898986608,4.95301719638519e-05,0.0002830295416060835
